USDOT,Company Name,Operating status,DBA,Entity type,Operations,Classification,Docket #,DUNS #,SCAC,MCS-150 form date,MCS-150 Mileage/Year,Business address,Phone,Fax,Email,Web,Mailing address,Representative,Power units,Autonomous units,Electric units,Drivers,SmartWay,CARB TRU
281265,FRONTIER COACH INC,AUTHORIZED FOR PASSENGER,,Carrier,Interstate,Authorized For Hire,MC181205,53586731,,05/14/2018,"1,001,000 (2017)","9901 SOUTH SAYRE AVENUE CHICAGO RIDGE, IL 60415",(708) 425-3075,,jbenish@cookillinois.com,,"2100 CLEARWATER DRIVE STE 250 OAK BROOK, IL 60523",JOHN BENISH JR. ANTHONY BENISH,109,,,98,Not a,Not 100% compliant
307788,JACKSON-ROCK SPRINGS STAGES INC,AUTHORIZED FOR PASSENGER,LE BUS,Carrier,Interstate,Authorized For Hire,MC98320,173239252,,02/20/2019,"3,032,709 (2017)","542 SOUTH 2350 WEST SALT LAKE CITY, UT 84104",(801) 975-0202,(801) 975-0289,bryan@lebus.com,www.lebus.com,"542 SOUTH 2350 WEST SALT LAKE CITY, UT 84104",BRYAN COPYAK MANFRED AGUIRRE,109,,,149,Not a,Not 100% compliant
371886,BUDGET RENT A CAR SYSTEM INC,ACTIVE,BUDGET RENT A CAR,Carrier,Interstate,Private Passengers (Business),,,,06/01/2020,"2,106,638 (2019)","6 SYLVAN WAY PARSIPPANY, NJ 07054",(973) 496-3500,(757) 493-6271,peter.miller@avisbudget.com,,"6 SYLVAN WAY PARSIPPANY, NJ 07054",ROBERT MUHS,109,,,163,Not a,Not 100% compliant
376314,CITY STAR SERVICE INC,ACTIVE,ALLIED WASTE SERVICES OR REPUBLIC SERVICES,Carrier,Intrastate Non-Hazmat,Private Property,,,,02/01/2019,"3,218,750 (2018)","18500 NORTH ALLIED WAY PHOENIX, AZ 85054",(480) 627-2700,,dot@republicservices.com,,"18500 N ALLIED WAY PHOENIX, AZ 85054",JAMES OLSON,109,,,85,Not a,Not 100% compliant
437252,DARTMOUTH COLLEGE,ACTIVE,,Carrier,Interstate,Private Property Private Passengers (Non-business),,41027822,,04/15/2020,"100,000 (2017)","6 VOX LANE - MCKENZIE HALL HANOVER, NH 03755",(603) 646-3311,(603) 646-1205,robin.guay@dartmouth.edu,www.dartmouth.edu,"6 VOX LANE - MCKENZIE HALL HANOVER, NH 03755",ROBIN GUAY PHILIP CHARBONNEAU,109,,,153,Not a,Not 100% compliant
479820,ON-SITE FUEL SERVICE INC,OUT-OF-SERVICE,,Carrier Cargo Tank,Interstate,Private Property,,48924026,,11/28/2017,"2,800,000 (2015)","1089A OLD FANNIN RD BRANDON, MS 39047",(601) 353-4142,(601) 353-4149,rwalker@ofsfuel.com,,"1089A OLD FANNIN RD BRANDON, MS 39047",THOMAS HOLLADAY,109,,,103,Not a,Not 100% compliant
486924,DESIGN TRANSPORTATION SERVICES INC,AUTHORIZED FOR PROPERTY,DESIGN TRANSPORTATION,Carrier,Interstate,Authorized For Hire,MC246474,80065985,,12/16/2019,"11,459,778 (2019)","3818 IRVING BLVD BLDG 2 DALLAS, TX 75247",(214) 688-6900,(214) 688-6977,safety@designtransport.net,www.designtransport.net,"3818 IRVING BLVD BLDG 2 DALLAS, TX 75247",SHANNON HAGAN DELMA LICON,109,,,99,Not a,Not 100% compliant
492568,PACIFIC NORTHERN ENVIRONMENTAL LLC,AUTHORIZED FOR PROPERTY,,Carrier Shipper,Interstate,Authorized For Hire Private Property,MC423368,782250104,,05/28/2019,"457,020 (2018)","55 INTERNATIONAL WAY LONGVIEW, WA 98632",(360) 423-2245,(360) 423-3409,michaelh@pneco.com,www.ccs-pneco.com,"1121 COLUMBIA BLVD LONGVIEW, WA 98632",JOHN PARTRIDGE TODD PARTRIDGE,109,,,133,Not a,Not 100% compliant
701846,SURERIDE CHARTER INC,AUTHORIZED FOR PASSENGER,SUN DIEGO CHARTER COMPANY SUN EXPRESS CHARTER CO,Carrier,Interstate,Authorized For Hire,MC324772,,,06/05/2019,"6,016,796 (2018)","522 W 8TH STREET NATIONAL CITY, CA 91950",(619) 336-9200,(619) 336-9212,hrodriguez@luxbusamerica.com,,"522 W 8TH STREET NATIONAL CITY, CA 91950",MORGAN LESLIE,109,,,161,Not a,Not 100% compliant
735828,CONCRETE EXPRESS INC,ACTIVE,CEI,Carrier,Interstate,Private Property,,,,08/22/2018,"759,326 (2015)","2027 WEST COLFAX AVE DENVER, CO 80204",(303) 286-8186,(303) 286-8195,ablackford@ceiconstructors.co,,"2027 WEST COLFAX AVE DENVER, CO 80204",ANDREW BLACKFORD PHILLIP BREEDLOVE,109,,,30,Not a,Not 100% compliant
814605,PITLIK AND WICK TRANSPORT INC,AUTHORIZED FOR PROPERTY,,Carrier,Interstate,Authorized For Hire,MC856517,,,05/28/2020,"1,631,000 (2019)","8075 CTY RD D EAGLE RIVER, WI 54521",(715) 479-7488,(715) 479-7438,jwalkowski@northernlakesconcrete.com,,"8075 CTY RD D EAGLE RIVER, WI 54521",BRIAN PITLIK BRAD PITLIK,109,,,97,Not a,Not 100% compliant
842470,CLEAR CHANNEL OUTDOOR,ACTIVE,,Carrier,Interstate,Private Property,,945495459,,07/25/2019,"750,000 (2016)","2325 E CAMELBACK STE 400 PHOENIX, AZ 85016",(602) 381-5700,(602) 381-5765,danrossi@clearchannel.com,,"2325 E CAMELBACK STE 400 PHOENIX, AZ 85016",ORLANDO ORTIZ DAN ROSSI,109,,,128,Not a,Not 100% compliant
859554,MARSCHALL LINE INC,AUTHORIZED FOR PASSENGER,,Carrier,Interstate,Authorized For Hire Exempt For Hire MN PASS,MC736524,,,11/26/2018,"1,975,000 (2017)","5119 212TH STREET WEST FARMINGTON, MN 55024",(651) 463-8689,(651) 460-6183,tseverson@minnesotacoaches.com,,"101 EAST 10TH STREET SUITE #300 HASTINGS, MN 55033",PATRICK O REGAN TROY NELSON,109,,,106,Not a,Not 100% compliant
928155,SUMMIT EXPRESS INC,AUTHORIZED FOR PROPERTY,,Carrier,Interstate,Authorized For Hire,MC399796,,,05/21/2019,"12,700,000 (2018)","2312 NORTHYARD COURT FORT WAYNE, IN 46818",(260) 471-7380,(260) 469-0886,tfeichter@summitlogexp.com,,"2312 NORTHYARD COURT FORT WAYNE, IN 46818",,109,,,133,,Not 100% compliant
110043,GUIFFRE DISTRIBUTING CO INC,NOT AUTHORIZED,,Carrier,Intrastate Non-Hazmat,Authorized For Hire Private Property,MC302200,023627714,,12/05/2007,,"6839 INDUSTRIAL RD SPRINGFIELD, VA 22151",(703) 642-1700,,,,"6839 INDUSTRIAL RD SPRINGFIELD, VA 22151",H WAYNE BIGGS,19,,,10,Not a,Not 100% compliant
117495,APD TRANSPORT CORP.,NONE,,,,,MC119665,,,,,1 RAILROAD PLACE MASPETH NY 11378,,,,,P. O. BOX 887 PATERSON NJ 07503,,,,,,Not a,Not 100% compliant
167690,ATKINSON FARMS INC,ACTIVE,,Carrier,Intrastate Non-Hazmat,Private Property,,078927209,,10/19/2007,"10,000 (2006)","6014 S COUNTY ROAD J BELOIT, WI 53511-8927",(608) 754-1552,,,,"6014 S COUNTY ROAD J BELOIT, WI 53511-9801",WILLIAM ATKINSON SCOT KREBS,3,,,3,Not a,Not 100% compliant
182352,SEA & AIR EXPRESS CORP,NONE,,,,,MC579474,,,,,5 LEXINGTON AVE EAST BRUNSWICK NJ 08816,(732) 254-4553,,,,,,,,,,Not a,Not 100% compliant
274321,"EICHORN TRUCKING, INC.",NONE,,,,,MC193101,,,,,180120 CR G MITCHELL NE 69357,(308) 635-0508,,,,,,,,,,Not a,Not 100% compliant
292180,BRUCE RUSSELL,NONE,RUSSELL TRUCKING,,,,MC191986,,,,,3515 LONE HICKORY DRIVE TROY MO 63379,(314) 272-4205,,,,,,,,,,Not a,Not 100% compliant
322034,CENTRAL CONFINEMENT SERVICE LLC,AUTHORIZED FOR PROPERTY,,Carrier Shipper,Interstate,Authorized For Hire Private Property,,,,03/26/2019,"1,000 (2014)","23321 235 AVE COLUMBUS, NE 68601",(402) 563-3628,(402) 564-5622,jwilliams@cencon.com,,"P O BOX 1332 COLUMBUS, NE 68602-1332",MARK GEARHART JOAN WILLIAMS,1,,,1,Not a,Not 100% compliant
345584,MORTON CONCESSIONS INC,ACTIVE,,Carrier,Interstate,Private Property,,615135381,,03/02/2020,"8,000 (2019)","4506 TWISTED TREE CV AUSTIN, TX 78735-6430",(512) 892-1664,(512) 892-1664,carmelotfoods@gmail.com,,"P O BOX 90205 AUSTIN, TX 78709-0205",WILLIAM T MORTON DEBORAH MORTON,1,,,1,Not a,Not 100% compliant
68016,LANDMARK IMPLEMENT INC,ACTIVE,,Carrier,Interstate,Private Property,,35049030,,06/12/2020,"858,264 (2018)","915 BREWSTER RD HOLDREGE, NE 68949",(308) 995-2194,(308) 995-2317,amywalker@landmarkimp.com,,"5308 PARKLANE DR SUITE 8 KEARNEY, NE 68847",ANDREW P GROLLMES,110,,,44,Not a,Not 100% compliant
74456,SAM VAN GALDER INC,AUTHORIZED FOR PASSENGER,VAN GALDER BUS CO,Carrier,Interstate,Authorized For Hire,MC112422,,,06/28/2019,"7,990,000 (2018)","715 SOUTH PEARL ST JANESVILLE, WI 53548-5012",(608) 752-5407,(608) 752-7120,allen.fugate@coachusa.com,,"715 SOUTH PEARL ST JANESVILLE, WI 53548-5012",DAVID E. BETLACH,110,,,203,Not a,Not 100% compliant
92061,WASTE MANAGEMENT OF KENTUCKY LLC,ACTIVE,,Carrier,Interstate,Private Property,,68347632,,01/31/2020,"2,993,990 (2019)","7501 GRADE LANE LOUISVILLE, KY 40219",(502) 962-5012,(800) 403-0779,tjacques@wm.com,www.wm.com,"7501 GRADE LANE LOUISVILLE, KY 40219",EDDIE MCMANUS R. THOMAS JACQUES,110,,,109,Not a,Not 100% compliant
112071,LOUIS PADNOS IRON & METAL CO,ACTIVE,LP TRANSPORT LTD,Carrier,Interstate,Private Property,,,,07/02/2020,"3,292,000 (2019)","185 W 8TH ST HOLLAND, MI 49423",,(616) 396-7995,scott.thompson@padnos.com,,"185 W 8TH ST HOLLAND, MI 49423",JONATHAN PADNOS MITCHELL W. PADNOS,110,,,85,Not a,Not 100% compliant
154454,NORTHERN STEEL TRANSPORT CO,AUTHORIZED FOR PROPERTY,,Carrier,Interstate,Authorized For Hire,MC151224,,,05/07/2019,"4,191,975 (2018)","6041 BENORE RD TOLEDO, OH 43612",(419) 729-3867,(419) 729-1346,jennifer.meyers@nsttransport.com,,"6041 BENORE RD TOLEDO, OH 43612",,110,,,93,Not a,Not 100% compliant
173850,F T SILFIES INC,AUTHORIZED FOR PROPERTY,,Carrier Cargo Tank,Intrastate Non-Hazmat,Authorized For Hire,MC147258,49489776,,03/27/2015,1 (2014),"7540 WINDSOR DRIVE SUITE 308 ALLENTOWN, PA 18195",(484) 223-0304,(484) 223-1519,kellie.heffley@silfies.com,,"7540 WINDSOR DRIVE SUITE 308 ALLENTOWN, PA 18195",CHRIS SILFIES EVAN WECHSLER,110,,,160,Not a,Not 100% compliant
182110,J A RIGGS TRACTOR COMPANY,ACTIVE,RIGGS CAT,Carrier,Interstate,Private Property,,6903512,,08/20/2019,"1,063,000 (2018)","9125 I-30 LITTLE ROCK, AR 72209",(501) 570-3548,(501) 570-3297,devorej@jariggs.com,,"P O BOX 1399 LITTLE ROCK, AR 72203",J.A. RIGGS IV,110,,,120,Not a,Not 100% compliant
187523,DARYL THOMASON TRUCKING INC,AUTHORIZED FOR PROPERTY,,Carrier,Interstate,Authorized For Hire,MC152622,148321771,,02/17/2020,"8,563,093 (2019)","465 WEST HIGHWAY 3 BROKEN BOW, OK 74728-2729",(580) 584-2895,(580) 584-2035,jeff@darylthomasontrucking.com,www.darylthomasontrucking.com,"P O BOX 219 BROKEN BOW, OK 74728-0219",DARYL THOMASON,110,,,89,Not a,Not 100% compliant
193053,BCT INC,AUTHORIZED FOR PROPERTY,,Carrier Broker,Interstate,Authorized For Hire,MC133589,106879182,,05/31/2019,"9,017,873 (2018)","101 S CAPITOL BLVD SUTE 800 BOISE, ID 83702",(208) 805-1414,(208) 914-7207,randybailey@boiseinc.com,,"PO BOX 74 BOISE, ID 83707",BRUCE RIDLEY,110,,,110,Not a,Not 100% compliant
211986,DYNO NOBEL TRANSPORTATION INC,AUTHORIZED FOR PROPERTY,,Carrier Broker,Interstate,Authorized For Hire,MC155021,113840185,,05/08/2020,"11,849,743 (2019)","2795 E COTTONWOOD PKWY STE 500 SALT LAKE CITY, UT 84121",(801) 328-6538,(801) 505-9592,peggy.mower@am.dynonobel.com,,"2795 E COTTONWOOD PKWY STE 500 SALT LAKE CITY, UT 84121",PAUL KOHLHOFF BRAD MARTIN,110,,,150,Not a,Not 100% compliant
216364,GREEN LINES TRANSPORTATION INC,AUTHORIZED FOR PROPERTY,,Carrier,Interstate,Authorized For Hire,MC159943,,,02/14/2020,"6,378,901 (2017)","7089 ALLIANCE RD NW MALVERN, OH 44644",(330) 863-2111,(330) 863-1558,sryan@greenlines.net,,"PO BOX 377 MALVERN, OH 44644",ROGER BETTIS BRAD YODER,110,,,103,Not a,Not 100% compliant
230216,J A M DISTRIBUTING COMPANY,ACTIVE,,Carrier Shipper,Interstate,Private Property,,,,01/07/2020,"3,529,692 (2018)","7010 MYKAWA ROAD HOUSTON, TX 77033",,(713) 844-7757,adibens@jamdistributng.com,,"7010 MYKAWA HOUSTON, TX 77033",KYLE CLOSE ALFRED DIBENS,110,,,99,Not a,Not 100% compliant
257721,US SPECIAL DELIVERY LLC,AUTHORIZED FOR PROPERTY,US SPECIAL DELIVERY,Carrier Broker,Interstate,Authorized For Hire,MC145804,83292151,,01/22/2020,"5,270,023 (2018)","821 EAST BLVD KINGSFORD, MI 49802",(906) 774-1931,(906) 774-2352,gbeauchamp@usspecial.com,www.usspecial.com,"P O BOX 207 IRON MOUNTAIN, MI 49801-0207",TERRANCE REED,110,,,98,Not a,Not 100% compliant
286550,WASTE MANAGEMENT OF RHODE ISLAND INC,ACTIVE,,Carrier,Interstate,Private Property,,,,10/21/2019,"1,052,500 (2018)","1610 PONTIAC AVE CRANSTON, RI 02920",(401) 824-5206,(866) 242-8350,tjacques@wm.com,,"1610 PONTIAC AVE CRANSTON, RI 02920",CHRIS DESANTIS R. THOMAS JACQUES,110,,,101,Not a,Not 100% compliant
309665,D P CURTIS TRUCKING INC,AUTHORIZED FOR PROPERTY,,Carrier,Interstate,Authorized For Hire,MC164650,130937915,,05/26/2020,"11,943,745 (2017)","1450 SOUTH HIGHWAY 118 RICHFIELD, UT 84701",(435) 896-4417,(435) 896-6553,bary@dpcurtis.com,,"1450 SOUTH HIGHWAY 118 RICHFIELD, UT 84701",DENT CURTIS,110,,,113,,Not 100% compliant
325925,TRAVELERS TRANSPORTATION SERVICES INC,AUTHORIZED FOR PROPERTY,,Carrier,Interstate,Authorized For Hire,MC201596,79402846,,04/25/2020,"7,112,181 (2019)","195 HEART LAKE RD SOUTH BRAMPTON, ON L6W 3N6",(905) 457-8789,(905) 457-0821,krisv@traverlers.ca,,"195 HEART LAKE RD SOUTH BRAMPTON, ON L6W 3N6",KRISHNASWAMY VYTHILINGUM JAMES HICKS,110,,,110,,Not 100% compliant
340270,ARROW SPECIALIZED CARRIERS INC,AUTHORIZED FOR PROPERTY,,Carrier,Interstate,Authorized For Hire,MC215810,604964247,,06/01/2020,"1,900,000 (2018)","12400 WILMOT ROAD KENOSHA, WI 53142",(262) 862-9966,(262) 862-9968,office@arrowsone.com,www.http://arrowtransportationgroup.com/,"12400 WILMOT ROAD KENOSHA, WI 53142",MICHAEL TRINSKI,110,,,73,Not a,Not 100% compliant
349920,H L GAGE SALES INC,ACTIVE,,Carrier,Interstate,LEASING CO,,50420835,,03/12/2020,"450,000 (2015)","121 WASHINGTON AVE EXT ALBANY, NY 12205",(518) 456-8871,(518) 456-0705,sarahv@hlgage.com,,"P O BOX 5170 ALBANY, NY 12205",J GARY HANS THEODORE M HANS JR,110,,,55,Not a,Not 100% compliant
356102,KENNETH G MYERS CONSTRUCTION CO INC,ACTIVE,,Carrier,Interstate,Private Property,,,,02/24/2020,"1,510,000 (2017)","201 E SMITH ST GREEN SPRINGS, OH 44836",(419) 639-2051,(419) 639-3802,toddmyers@kgmyers.com,,"PO BOX 37 GREEN SPRINGS, OH 44836",TODD E MYERS RON ROWE,110,,,62,Not a,Not 100% compliant
520220,T V MINORITY COMPANY INC,AUTHORIZED FOR PROPERTY,TVM INC,Carrier Broker,Interstate,Authorized For Hire,MC212047,187396031,,02/22/2020,"5,094,699 (2019)","9850 PELHAM RD TAYLOR, MI 48182",(313) 299-2167,(313) 295-7461,hholbrook@bawc.com,,"9850 PELHAM RD TAYLOR, MI 48180-3852",HAZEL HOLBROOK LYNN WEST,110,,,122,Not a,Not 100% compliant
538245,ELECTRIC CONDUIT CONSTRUCTION COMPANY,ACTIVE,MIDWESTERN CONTRACTORS DIV,Carrier,Interstate,Private Property,,41540550,,06/01/2020,"980,000 (2019)","816 HICKS DR ELBURN, IL 60119",(630) 859-9320,(630) 668-3524,jim.ely@midwesterncontractors.com,,"816 HICKS DR ELBURN, IL 60119",JIM ELY,110,,,245,Not a,Not 100% compliant
542209,CENTEX MATERIALS LLC,AUTHORIZED FOR PROPERTY,,Carrier,Intrastate Non-Hazmat,Authorized For Hire Private Property,MC268851,81004762,,05/15/2019,"2,851,000 (2018)","3019 ALVIN DEVANE BLVD SUITE 100 AUSTIN, TX 78741",(512) 460-3003,(512) 444-9809,rholmes@centexmaterials.com,,"3019 ALVINDEVANEBLVD SUITE100 AUSTIN, TX 78741",DAVID LOFTIS,110,,,109,Not a,Not 100% compliant
547238,HERMANN BROTHERS LOGGING & CONSTRUCTION INC,AUTHORIZED FOR PROPERTY,,Carrier,Interstate,Authorized For Hire Private Property,MC309797,,,03/25/2019,"5,386,695 (2018)","2095 BLUE MOUNTAIN ROAD PORT ANGELES, WA 98362",(360) 452-6575,(360) 452-6598,mike@hermannbros.com,,"2095 BLUE MOUNTAIN ROAD PORT ANGELES, WA 98362",WILLIAM HERMANN MICHAEL HERMANN,110,,,115,Not a,Not 100% compliant
557676,TRANSPORTES DE CARGA SAUL SALINAS SA DE CV,AUTHORIZED FOR PROPERTY,,Carrier,Interstate,Authorized For Hire,MX242683,,,08/05/2019,"287,503 (2018)","AVE JOSE VASCONCELOS Y 10 VALLE HERMOSO, TA 87500",(956) 371-4657,(956) 621-1567,saulsalinas@salinastransport.com,,"3631 OLD PORT ISABEL RD BROWNSVILLE, TX 78526",SAUL SALINAS CECILIA SALINAS,110,,,48,Not a,Not 100% compliant
581031,FRIEDGES LANDSCAPING INC,ACTIVE,,Carrier,Intrastate Non-Hazmat,Private Property,,,,12/27/2019,"612,000 (2018)","9380 202ND ST W LAKEVILLE, MN 55044",(952) 469-2996,,tony@friedgesinc.com,,"9380 202ND ST W LAKEVILLE, MN 55044",ANTHONY BELL,110,,,58,Not a,Not 100% compliant
590972,MERRELL BROS INC,AUTHORIZED FOR PROPERTY,,Carrier,Interstate,Authorized For Hire,MC285227,,,09/23/2019,"3,485,602 (2018)","8811 W CR 500 N KOKOMO, IN 46901",(574) 699-7782,(574) 699-7478,linda@merrellbros.com,,"8811 W 500 N KOKOMO, IN 46901",TERRY MERRELL TED MERRELL,110,,,89,Not a,Not 100% compliant
615140,TUFF SHED INC,ACTIVE,,Carrier,Interstate,Private Property,,117514973,,10/16/2018,"3,735,950 (2018)","1777 SOUTH HARRISON STREET SUITE 600 DENVER, CO 80210",(303) 753-8833,(303) 474-5632,dnowak@tuffshed.com,,"1777 SOUTH HARRISON STREET#600 DENVER, CO 80210",TOM SAUREY MIKE CASEY,110,,,118,Not a,Not 100% compliant
621398,SYSCO EASTERN WISCONSIN LLC,AUTHORIZED FOR PROPERTY,,Carrier Shipper,Interstate,Authorized For Hire Private Property,MC1099742,,,02/14/2020,"3,704,346 (2019)","N16501 CEDAR PARKWAY JACKSON, WI 53037",(262) 677-6372,(262) 677-6348,lamar.katie@eastwi.sysco.com,,"ONE SYSCO DRIVE JACKSON, WI 53037",ROB HUETHER SARA JACKLIN,110,,,101,Not a,Not 100% compliant
624665,CANADIAN NATIONAL TRANSPORTATION LIMITED,AUTHORIZED FOR PROPERTY,CN NORTH AMERICA,Carrier,Interstate,Authorized For Hire,MC298071,,,02/19/2020,"470,000 (2018)","55 DEVON RD BRAMPTON, ON L6T 5B6",(905) 789-2333,(866) 803-2702,thomas.hennig@cn.ca,,"55 DEVON RD BRAMPTON, ON L6T 5B6",THOMAS HENNIG JAMES MCKAY,110,,,110,,Not 100% compliant
672069,COX COMMUNICATIONS,ACTIVE,,Carrier,Interstate,Private Property,,,,06/21/2019,"1,161,490 (2018)","9 JP MURPHY HWY WEST WARWICK, RI 02893",(678) 645-4844,,arnie.braun@coxinc.com,,"9 JP MURPHY HWY WEST WARWICK, RI 02893",ARNIE BRAUN JIM BIGELOW,110,,,110,Not a,Not 100% compliant
733062,SAV EXPRESS INC,AUTHORIZED FOR PROPERTY,,Carrier,Interstate,Authorized For Hire,MC334891,185445418,,10/01/2019,"9,800,000 (2018)","11325 XEON STREET NW COON RAPIDS, MN 55448-0050",(877) 243-8942,(763) 746-1776,jake@savtrans.com,,"11325 XEON STREET NW COON RAPIDS, MN 55448-0050",MATT JACOBSON MIKE ABBOTT,110,,,98,,Not 100% compliant
799744,SMITHFOODS TRUCKING INC,AUTHORIZED FOR PROPERTY,,Carrier,Interstate,Authorized For Hire,MC355841,,,04/09/2020,"2,738,000 (2019)","1201 STERLING AVENUE ORRVILLE, OH 44667",(330) 683-8710,,amymiller@smithfoods.com,,"P O BOX 28 ORRVILLE, OH 44667",AMY MILLER NATE SCHMID,110,,,159,Not a,Not 100% compliant
832634,SIGNATURE LANDSCAPE LLC,ACTIVE,,Carrier,Interstate,Private Property,,,,04/23/2020,"850,000 (2018)","15705 S PFLUMM RD OLATHE, KS 66062",(913) 829-8181,(913) 829-8197,aayers@signaturekc.com,,"15705 S PFLUMM RD OLATHE, KS 66062",MICHAEL MITCHELL,110,,,149,Not a,Not 100% compliant
889690,COWETA FAYETTE ELECTRIC MEMBERSHIP CORPORATION,ACTIVE,,Carrier,Intrastate Non-Hazmat,Private Property,,,,10/23/2019,"1,240,000 (2018)","807 COLLINSWORTH ROAD PALMETTO, GA 30268-9442",(770) 502-0226,(770) 251-9788,,,"807 COLLINSWORTH ROAD PALMETTO, GA 30268-9442",CHRIS STEPHENS,110,,,110,Not a,Not 100% compliant
951224,US SERVICES LLC,AUTHORIZED FOR PROPERTY,,Carrier Broker,Interstate,Authorized For Hire,MC407574,,,04/27/2020,"7,936,320 (2019)","4929 DORCHESTER ROAD SUITE 2 NORTH CHARLESTON, SC 29418",(843) 767-8770,(843) 767-8771,dennish@usservicestrucking.com,www.usservicestrucking.com,"4929 DORCHESTER ROAD SUITE 2 NORTH CHARLESTON, SC 29418",DENNIS HORN DENNIS HORN,110,,,108,Not a,Not 100% compliant
995303,NGL PROPANE LLC,ACTIVE,NGL SUPPLY RETAIL LLC,Carrier Shipper,Interstate,Private Property,,806782376,,03/25/2020,"1,498,000 (2019)","998 CHURCH STREET NORTHBRIDGE, MA 01534",(800) 554-7071,,jodi_deep@superiorplusenergy.com,,"998 CHURCH STREET NORTHBRIDGE, MA 01534",ANDY PEYTON JAMES DEVEN,110,,,101,Not a,Not 100% compliant
996534,IOWA PLAINS SIGNING INC,ACTIVE,,Carrier,Interstate,Private Property,,,,06/12/2020,"100,000 (2016)","1110 W 6TH AVENUE SLATER, IA 50244",(515) 685-3536,(515) 685-3530,robin@iowaplains.com,,"PO BOX 654 SLATER, IA 50244",JEFF KOUDELKA RANDY MILLER,110,,,100,Not a,Not 100% compliant
105737,FORD WHOLESALE CO INC OF SAN BERNARDINO,ACTIVE,,Carrier,Intrastate Non-Hazmat,Private Property,,085599298,,07/06/2006,,"1470 S TIPPECANOE AVE SAN BERNARDINO, CA 92408-2991",(909) 799-9188,,,,"1470 S TIPPECANOE AVE SAN BERNARDINO, CA 92408-2991",M L THOMAS,7,,,3,Not a,Not 100% compliant
163465,"NO-EL FAST FREIGHT, INC.",NONE,,,,,MC141637,,,,,9 RUSSELL COURT COPAIGUE NY 11726,,,,,,,,,,,Not a,Not 100% compliant
215465,ROCCO G. ONORATO,NONE,NATICK CITGO,,,,MC162523,,,,,62 EAST CENTRAL STREET NATICK MA 01760,(617) 655-5717,,,,,,,,,,Not a,Not 100% compliant
239751,"APEX MOTOR LINES, INC.",NONE,,,,,MC166464,,,,,3024 BRECKSVILLE ROAD RICHFIELD OH 44286,,,,,,,,,,,Not a,Not 100% compliant
262658,"HUNTER BULK CARRIERS, INC.",NONE,,,,,MC184496,,,,,602 5TH AVENUE ANTIGO WI 54409,(715) 623-5595,,,,,,,,,,Not a,Not 100% compliant
348514,KUNG-FU ENTERPRISES INC.,NONE,,,,,MC368108,,,,,19100 N.W. 50TH COURT MIAMI FL 33055-2037,(305) 626-0488,,,,,,,,,,Not a,Not 100% compliant
388335,YOUNG FURNITURE MFG INC,ACTIVE,,Carrier,Interstate,Private Property,,39696067,,03/12/2019,"10,000 (2018)","161 RIVER RD BOW, NH 03304-3311",(603) 224-8830,(603) 226-2811,tyoung@youngfurnituremfg.com,,"161 RIVER RD BOW, NH 03304-3311",ANDREW YOUNG TOM YOUNG,1,,,2,Not a,Not 100% compliant
1122,NICHOLAS & COMPANY INC,AUTHORIZED FOR PROPERTY,,Carrier,Interstate,Authorized For Hire Private Property,MC298841,,,02/18/2020,"5,307,797 (2019)","5520 HAROLD GATTY DRIVE SALT LAKE CITY, UT 84116",(801) 531-1100,(801) 530-5127,randall.ames@nicholasandco.com,,"PO BOX 45005 SALT LAKE CITY, UT 84145",JON LEE PETER MOUSKONDIS,111,,,167,Not a,Not 100% compliant
54244,REDBURN TIRE COMPANY,ACTIVE,,Carrier,Interstate,Private Property,,9011156,,04/03/2020,"1,800,000 (2019)","3801 W CLARENDON PHOENIX, AZ 85019",(602) 288-0614,(602) 336-2122,markp@rtco.net,,"PO BOX 14828 PHOENIX, AZ 85063",DONALD LEFFLER,111,,,90,Not a,Not 100% compliant
69994,MAX YIELD COOPERATIVE,ACTIVE,,Carrier Cargo Tank,Interstate,Authorized For Hire Private Property,,5279864,,10/16/2019,"860,000 (2018)","313 3RD AVE NE WEST BEND, IA 50597",(515) 887-7211,,mhershberger@maxyieldcooperative.com,,"P O BOX 49 WEST BEND, IA 50597",TOM WINKEL JEFF MARSH,111,,,129,Not a,Not 100% compliant
81091,PRINCE INC,AUTHORIZED FOR PROPERTY,,Carrier,Interstate,Authorized For Hire Private Property,MC144436,45219979,,12/04/2018,"1,438,763 (2015)","7 ROSS & PRINCE LANE FORSYTH, MT 59327",(406) 346-2137,(406) 346-7692,princeinc@princeinc.us,www.princeinc.us,"PO BOX 440 FORSYTH, MT 59327-0440",SHELLEY THOMPSON JOHN PRINCE,111,,,55,Not a,Not 100% compliant
87844,MILLER TRANSPORTERS INC,AUTHORIZED FOR PROPERTY,MILLER TRANSPORTERS,Carrier Broker,Interstate,Authorized For Hire,MC107002,,,03/25/2020,"5,130,000 (2019)","5500 HIGHWAY 80 WEST JACKSON, MS 39209",(601) 922-8331,(601) 923-2535,llupina@heniff.com,www.heniff.com,"2015 SPRING ROAD SUITE 780 OAK BROOK, IL 60523",LEE D MILLER BRANDON MOSLEY,111,,,62,Not a,Not 100% compliant
