USDOT,Company Name,Operating status,DBA,Entity type,Operations,Classification,Docket #,DUNS #,SCAC,MCS-150 form date,MCS-150 Mileage/Year,Business address,Phone,Fax,Email,Web,Mailing address,Representative,Power units,Autonomous units,Electric units,Drivers,SmartWay,CARB TRU
749741,DVA INC,ACTIVE,DITCH WITCH OF VIRGINIA,Carrier,Interstate,Private Property,,,,03/03/2020,"10,000 (2019)","11053 WASHINGTON HWY GLEN ALLEN, VA 23059",(804) 798-2590,,,,"11053 WASHINGTON HWY GLEN ALLEN, VA 23059",WYATT NUNNALLY,11,,,9,Not a,Not 100% compliant
749988,CRAZYHORSE PRODUCTIONS LTD,AUTHORIZED FOR PROPERTY,K&R TRANSPORTATION,Carrier,Interstate,Authorized For Hire,MC339741,,,07/20/2020,"703,219 (2019)","12830 EXETER RD CARLETON, MI 48117",(734) 654-9418,(734) 654-9474,slwash@krtransport.net,,"12830 EXETER RD CARLETON, MI 48117",SUSAN WALSH THOMAS J WALSH,11,,,8,Not a,Not 100% compliant
750505,CREATIVE INVESTMENT COMPANY INC,ACTIVE,THE DRYWALL SHOP,Carrier,Interstate,Private Property,,,,05/26/2020,"102,301 (2017)","952 NORTH WESTRIDGE DRIVE ST GEORGE, UT 84770",(435) 673-0904,(435) 673-0978,kaden@drywallshopsg.com,,"952 NORTH WESTRIDGE DRIVE ST GEORGE, UT 84770",CURTIS F. NAY,11,,,11,Not a,Not 100% compliant
750871,SILVERTRUCKS LLC,ACTIVE,,Carrier,Interstate,Private Property,,,,11/19/2018,"20,370 (2017)","34-02 STARR AVE LONG ISLAND CITY, NY 11101",(718) 906-2000,(718) 906-2585,sms@silvercupstudios.com,,"34-02-STARR AVE LONG ISLAND CITY, NY 11101",JOANNE SUNA VICKI MATCH SUNA,11,,,3,Not a,Not 100% compliant
750992,PYE INCORPORATED,ACTIVE,,Carrier,Intrastate Non-Hazmat,Private Property,,,,02/06/2006,,"97 HAWTHORNE DRIVE SOUTHINGTON, CT 06489",(860) 276-0084,(860) 276-9998,,,"97 HAWTHORNE DRIVE SOUTHINGTON, CT 06489",TIMOTHY PYE,11,,,9,Not a,Not 100% compliant
751141,BERGMANN BROS TRUCKING & EXCAVATING,ACTIVE,,Carrier,Intrastate Non-Hazmat,APPLYING F,,,,,,"2252 120TH STREET FREDERIKA, IA 50631",(319) 275-4796,,,,"P O BOX G FREDERIKA, IA 50631",,11,,,8,Not a,Not 100% compliant
751582,STROUSE ROLL OFF INC,ACTIVE,,Carrier,Intrastate Non-Hazmat,Private Property,,,,10/05/2018,1 (2018),"6767 TRAVIS ROAD GREENWOOD, IN 46143",(317) 422-8116,(317) 422-8117,strouserolloff@gmail.com,,"6767 TRAVIS ROAD GREENWOOD, IN 46143",SAMUEL T STROUSE,11,,,8,Not a,Not 100% compliant
751970,A R WHITTEN & SON INC,ACTIVE,,Carrier,Intrastate Hazmat,Private Property,,,,10/24/2019,"20,000 (2018)","303 MAIN ST WINTER HARBOR, ME 04693",(207) 963-5823,(207) 963-4184,arwhitteninc@myfairpoint.net,,"PO BOX 460 WINTER HARBOR, ME 04693",LORI WHITTEN,11,,,5,Not a,Not 100% compliant
752374,D W BURR LANDSCAPE & DESIGN INC,ACTIVE,,Carrier,Intrastate Non-Hazmat,Authorized For Hire Private Property,,,,04/18/2019,"136,500 (2018)","123 WEST STREET SIMSBURY, CT 06070",(860) 408-9798,(860) 408-9790,clockhart@dwburr.com,,"P O BOX 761 SIMSBURY, CT 06070",DAVID W BURR,11,,,15,Not a,Not 100% compliant
752525,QUIRION CONSTRUCTION INC,ACTIVE,,Carrier,Intrastate Non-Hazmat,Private Property,,,,06/15/2020,"150,765 (2019)","712 WEST RIVER RD AUGUSTA, ME 04330",(207) 621-2785,(207) 621-2630,,,"712 WEST RIVER RD AUGUSTA, ME 04330",W PETER QUIRION PAULA QUIRION,11,,,16,Not a,Not 100% compliant
752869,KELSEY CONSTRUCTION LLC,ACTIVE,,Carrier,Interstate,Private Property,,,,02/14/2020,"176,668 (2019)","212 CEDAR GROVE ROAD SHEPHERDSVILLE, KY 40165",(502) 955-1410,(502) 921-9092,,,"P O BOX 904 SHEPHERDSVILLE, KY 40165",GOBEL L NEWSOME JR,11,,,6,Not a,Not 100% compliant
752909,CABOT REDI-MIX INC,ACTIVE,,Carrier,Intrastate Non-Hazmat,Private Property,,,,,,"2698 HWY 367 SOUTH CABOT, AR 72023",(501) 941-5681,(501) 843-7075,,,"PO BOX 5035 CABOT, AR 72023",,11,,,9,Not a,Not 100% compliant
753710,QUALITY CONSTRUCTION SERVICES INC,AUTHORIZED FOR PROPERTY,,Carrier,Interstate,Authorized For Hire,MC743534,848655098,,02/26/2020,"452,276 (2019)","3425 SOUTH 11TH AVENUE ELDRIDGE, IA 52748",(563) 285-4344,(563) 285-8064,kquijas@qcqc.com,www.qcqc.com,"PO BOX 156 ELDRIDGE, IA 52748",KRISTY QUIJAS PETER BERGUM,11,,,7,Not a,Not 100% compliant
754149,SANDELIN FOUNDATIONS INC,ACTIVE,,Carrier,Intrastate Non-Hazmat,Private Property,,,,06/02/2020,"41,950 (2019)","82 OLD AUGUSTA RD TOPSHAM, ME 04086",(207) 725-7004,(207) 721-0898,barbara.sandelin@gmail.com,,"PO BOX 224 TOPSHAM, ME 04086",HAROLD D SANDELIN BARBARA J SANDELIN,11,,,4,Not a,Not 100% compliant
754632,C & C EXCAVATION,ACTIVE,,Carrier,Intrastate Non-Hazmat,APPLYING F,,,,,,"543 E 600 S PROVO, UT 84606",(801) 373-7717,(801) 373-5574,,,"543 E 600 S PROVO, UT 84606",,11,,,13,Not a,Not 100% compliant
755932,TIMOTHY H GOTT INC,ACTIVE,,Carrier,Intrastate Non-Hazmat,Authorized For Hire Private Property Federal Government,,,,06/17/2019,"1,757 (2018)","110 BASS HARBOR RD SOUTHWEST HARBOR, ME 04679",(207) 244-7461,(207) 244-5938,bgott@gottsdisposal.com,,"PO BOX 747 SOUTHWEST HARBOR, ME 04679-0747",TIMOTHY H GOTT BETH M GOTT,11,,,6,Not a,Not 100% compliant
756519,R & T J INC,AUTHORIZED FOR PROPERTY,JOHNSON'S TOWING,Carrier,Interstate,Authorized For Hire,MC939220,,,08/23/2019,"150,000 (2017)","3601 E 100 N GREENFIELD, IN 46140",(317) 462-2445,(317) 467-0072,johnsonstowing1051@yahoo.com,,"3601 E 100 N GREENFIELD, IN 46140",TAMARA JOHNSON,11,,,6,Not a,Not 100% compliant
757503,HARTMAN TRUCKING LLC,AUTHORIZED FOR PROPERTY,,Carrier,Interstate,Authorized For Hire,MC343789,,,02/12/2020,"400,000 (2019)","STATE HIGHWAY 33 SENECA ROCKS, WV 26884",(304) 567-2431,(304) 567-4431,,,"19151 MOUNTAINEER DRIVE SENECA ROCKS, WV 26884-7014",LARRY HARTMAN BLONDA HARTMAN,11,,,7,Not a,Not 100% compliant
758900,CONSUMERS POWER INC,ACTIVE,,Carrier,Intrastate Non-Hazmat,Private Property,,,,,"87,958 (1997)","6990 SW WEST HILLS RD PHILOMATH, OR 97370",(541) 929-3124,,,,"6990 SW WEST HILLS RD PHILOMATH, OR 97370",,11,,,,Not a,Not 100% compliant
759284,SALT LAKE CEMENT CUTTING INC,ACTIVE,,Carrier,Interstate,Private Property CONSTRUCTI,,113401723,,02/13/2020,"150,000 (2019)","2290 S 600 W SALT LAKE CITY, UT 84115",(801) 978-3388,(801) 978-3377,matt@slccutting.com,,"2290 S 600 W SALT LAKE CITY, UT 84115",GEOFFERY P COOK MATT SIMONS,11,,,15,Not a,Not 100% compliant
759483,PERKINS OIL AND GAS INC,ACTIVE,,Carrier,Interstate,Private Property,,,,03/31/2020,"64,000 (2019)","1306 1/2 EDGEDALE DR ST MARYS, WV 26170-1214",(304) 684-2113,(304) 684-2114,perkinsoil@gmail.com,,"P O BOX 547 PENNSBORO, WV 26415-0547",CLAY M PERKINS CLINTON L PERKINS,11,,,7,Not a,Not 100% compliant
759889,SPITALE CO,AUTHORIZED FOR PROPERTY,,Carrier,Interstate,Authorized For Hire,MC342629,,,09/20/2019,"792,138 (2018)","360 MORRIS SCHOOL ROAD SEARCY, AR 72143",(501) 278-5925,(501) 368-8071,dan@spitaletransportation.com,,"360 MORRIS SCHOOL ROAD SEARCY, AR 72143",DANIEL SPITALE,11,,,11,Not a,Not 100% compliant
760664,JOSEPH L BOLLIG AND SONS INC,ACTIVE,,Carrier,Intrastate Non-Hazmat,Private Property,,,,01/08/2020,"550,000 (2019)","N5990 STATE ROAD 58 NEW LISBON, WI 53950",(608) 847-5585,(608) 847-5669,bret.hillyer@joebollig.com,,"P O BOX 163 MAUSTON, WI 53948-0163",BRET J HILLYER DONALD J BOLLIG,11,,,12,Not a,Not 100% compliant
761224,PACIFIC RESOURCE RECOVERY SERVICES,ACTIVE,,Carrier Shipper,Intrastate Hazmat,Authorized For Hire Private Property,,,,04/08/2020,"183,000 (2019)","3150 EAST PICO BOULEVARD LOS ANGELES, CA 90023-3683",(323) 261-8114,(323) 780-9940,vtashjian@pacificresourcerecovery.com,www.pacificresourcerecovery.com,"3150 EAST PICO BOULEVARD LOS ANGELES, CA 90023-3683",SANDRA BERG,11,,,7,Not a,Not 100% compliant
761830,D & D REFUSE INC,ACTIVE,,Carrier,Intrastate Non-Hazmat,Exempt For Hire LOCAL ONLY,,109107714,,11/07/2019,"95,000 (2019)","3401 S 6 LINCOLN, NE 68502",(402) 423-3708,(204) 423-3783,info@lincolngarbage.com,,"3401 S 6 LINCOLN, NE 68502",DAN KURTZER DALE KURTZER,11,,,14,Not a,Not 100% compliant
761839,LOWE ROOFING INC,ACTIVE,,Carrier,Intrastate Non-Hazmat,Private Property,,78036308,,09/29/2017,"91,000 (2012)","12079 ROSE LOOP WHITEWOOD, SD 57793-0432",(605) 269-2211,,,,"PO BOX 432 WHITEWOOD, SD 57793-0432",ROBERT DOUGLAS CONNIE DOUGLAS,11,,,24,Not a,Not 100% compliant
762177,CHIEF INDUSTRIES INC,ACTIVE,CHIEF CONSTRUCTION,Carrier,Interstate,Private Property,,7497852,,05/21/2019,"127,000 (2018)","3942 W OLD HWY 30 GRAND ISLAND, NE 68803",(308) 389-7200,(308) 389-7352,david.ostdiek@chiefind.com,chiefind.com,"PO BOX 2078 GRAND ISLAND, NE 68802-2078",DAVID OSTDIEK DJ EIHUSEN,11,,,21,Not a,Not 100% compliant
762188,A & K CONSTRUCTION INC,ACTIVE,,Carrier,Intrastate Non-Hazmat,Private Property,,,,06/09/2020,"10,000 (2019)","100 CALLOWAY COURT PADUCAH, KY 42001",(270) 441-7752,(270) 441-7754,btrimble@akconstruction.com,,"100 CALLOWAY COURT PADUCAH, KY 42001",KEN DURBIN KEN HUNT,11,,,8,Not a,Not 100% compliant
762384,HARTMANN CONSTRUCTION COMPANY,ACTIVE,,Carrier,Intrastate Non-Hazmat,Private Property,,7495880,,03/24/2020,"15,000 (2019)","1255-238TH ROAD SEWARD, NE 68434",(402) 643-6435,(402) 643-9872,andydirtmover@gmail.com,,"1255-238TH ROAD SEWARD, NE 68434",WILLIAM HARTMAN ANDY HARTMAN,11,,,5,Not a,Not 100% compliant
763225,PAPANIA'S INC,ACTIVE,,Carrier,Intrastate Non-Hazmat,Private Passengers (Business),,,,04/28/2004,,"1152 ZESTA PLACE LEXINGTON, KY 40555",(859) 252-8936,(859) 259-1656,,,"PO BOX 55234 LEXINGTON, KY 40555",WILLIAM J PAPANIA JEFFERY A PAPANIA,11,,,11,Not a,Not 100% compliant
764343,CARGO-LINK INC,AUTHORIZED FOR PROPERTY,,Carrier,Interstate,Authorized For Hire Exempt For Hire,MC343964,,,12/13/2019,"336,000 (2018)","1951 TW ALEXANDER DURHAM, NC 27703",(919) 462-0604,(919) 679-9089,munsonc@aol.com,,"PO BOX 91766 RALEIGH, NC 27675",CARL J MUNSON,11,,,21,Not a,Not 100% compliant
764576,NATIONS MINI MIX INC,ACTIVE,,Carrier,Interstate,Private Property,,,,05/12/2020,"118,000 (2019)","811 53RD STREET SPRINGFIELD, OR 97478",(541) 686-3031,(541) 683-1588,carley@nationsminmix.com,,"811 53RD STREET SPRINGFIELD, OR 97478",RICKY NATION ROBIN R NATION,11,,,11,Not a,Not 100% compliant
764995,A & R ENTERPRISES INC,ACTIVE,,Carrier,Interstate,Private Property,,,,06/25/2019,"110,000 (2018)","4302 HWY 42 N KILGORE, TX 75662",(903) 984-9057,(903) 984-3569,serviceelectric8865@gmail.com,,"PO BOX 1578 KILGORE, TX 75663",WM GRADY MCBRYDE III JIMMY WOLFORD,11,,,13,Not a,Not 100% compliant
765250,RAY EQUIPT CORP,ACTIVE,,Carrier,Interstate,Private Property,,,,04/17/2020,"405,605 (2018)","2794 SEVENTH AVE TROY, NY 12180",(518) 874-4510,(518) 874-4509,tkimball@rayenergy.com,,"2794 SEVENTH AVE TROY, NY 12180",KEN RAY,11,,,9,Not a,Not 100% compliant
765440,ATLANTIC EXPOSITION SERVICES INC,ACTIVE,,Carrier,Interstate,Exempt For Hire,,,,10/21/2019,"15,343 (2019)","3089 ENGLISH CREEK AVE EGG HARBOR TOWNSHIP, NJ 08234",(609) 272-1600,(609) 272-1680,jeffa@aexservices.com,,"3089 ENGLISH CREEK AVE EGG HARBOR TOWNSHIP, NJ 08234",JEFF ARMBRUSTER,11,,,5,Not a,Not 100% compliant
765481,MILTON MOTORS INC,AUTHORIZED FOR PROPERTY,MILTON MOTORS,Carrier,Interstate,Authorized For Hire,MC344327,,,02/10/2021,"1,021,481 (2020)","7615 E MOUNT HOUSTON RD SUITE A HOUSTON, TX 77050",(281) 260-8777,(281) 260-6577,esther@miltonmotors.com,www.miltonmotors.com,"7615 E MOUNT HOUSTON RD #A HOUSTON, TX 77050",ESTHER DANIELE MILTON DANIELE,11,,,12,Not a,Not 100% compliant
765940,D R INSELL SERVICES INC,AUTHORIZED FOR PROPERTY,INSELL TRANSPORT,Carrier,Interstate,Authorized For Hire,MC343053,,,11/02/2018,100 (2017),"2055 BRADLEY AVE LONDON, ON N6M 1E4",(519) 457-8282,(519) 951-1140,frontdesk@drinselltransport.com,,"P O BOX 56 PUTNAM, ON N0L 2B0",DAVID INSELL,11,,,2,Not a,Not 100% compliant
766403,RED HILL DISTRIBUTION INC,AUTHORIZED FOR PROPERTY,,Carrier,Interstate,Authorized For Hire,MC343078,,,02/06/2020,"575,000 (2019)","45100 CADIZ-HARRISVILLE ROAD CADIZ, OH 43907",(740) 942-4221,(740) 942-4311,tom@redhilldelivers.com,,"45100 CADIZ-HARRISVILLE ROAD CADIZ, OH 43907",THOMAS G SHIELDS,11,,,14,Not a,Not 100% compliant
766537,J & L ALBERTSON LLC,AUTHORIZED FOR PROPERTY,,Carrier,Interstate,Authorized For Hire Exempt For Hire,MC428563,,,05/14/2019,"542,575 (2017)","702 E 8TH ST FOWLER, IN 47944",(765) 884-1980,(765) 884-1985,albertsonjl@att.net,,"702 E 8TH ST FOWLER, IN 47944",JEFFREY L ALBERTSON LISA M ALBERTSON,11,,,8,Not a,Not 100% compliant
767485,TENN-CAL TRANSPORTATION LLC,AUTHORIZED FOR PROPERTY,,Carrier,Interstate,Authorized For Hire,MC344912,90421434,,02/13/2020,"1,500,000 (2019)","10626 HIGHWAY 19 WEST BROWNSVILLE, TN 38012",(731) 772-2499,(731) 772-1890,tenncal@bellsouth.net,,"10626 HIGHWAY 19 WEST BROWNSVILLE, TN 38012",BRENDA BURROUGHS BILLY BURROUGHS,11,,,15,Not a,Not 100% compliant
767543,LAST CHANCE WRECKER & SALES INC,AUTHORIZED FOR PROPERTY,,Carrier,Interstate,Authorized For Hire Private Property,MC893752,,,02/03/2020,"540,000 (2019)","1256 ROOSEVELT AVE INDIANAPOLIS, IN 46202",(317) 972-9651,,james@lastchancewrecker.com,www.lastchancewrecker.com,"PO BOX 2243 INDIANAPOLIS, IN 46206",JAMES EDSALL,11,,,16,Not a,Not 100% compliant
767925,GERIMEDIX INC,ACTIVE,,Carrier,Interstate,Private Property,,,,05/26/2020,"17,592 (2011)","5 HOLLYWOOD CT SOUTH PLAINFIELD, NJ 07080",(718) 802-1085,,israel@gerimedix.com,,"5 HOLLYWOOD CT SOUTH PLAINFIELD, NJ 07080",ISRAEL PERLSTEIN,11,,,11,Not a,Not 100% compliant
768110,ASPHALT DRIVEWAYS CO OF ST PAUL INC,ACTIVE,,Carrier,Intrastate Hazmat,Private Property,,,,,"260,000 (1997)","1211 EAST HIGHWAY 36 MAPLEWOOD, MN 55109",(651) 488-6617,(651) 490-5909,,,"1211 EAST HIGHWAY 36 MAPLEWOOD, MN 55109",,11,,,9,Not a,Not 100% compliant
768713,DUMAN INC,ACTIVE,,Carrier,Interstate,Authorized For Hire Private Property Federal Government State Government Local Government Indian Tribe,,,,05/11/2020,"120,000 (2018)","5940 HWY 126 FLORENCE, OR 97439",(541) 991-7961,,duman_inc@yahoo.com,,"PO BOX 2740 FLORENCE, OR 97439",TERY DUMAN MARY DUMAN,11,,,10,Not a,Not 100% compliant
769166,SOUTHWEST OILFIELD CONSTRUCTION COMPANY,ACTIVE,,Carrier,Intrastate Non-Hazmat,Authorized For Hire APPLYING F,,,,04/17/2014,"150,000 (1998)","18124 US HWY 81 KINGFISHER, OK 73750",(405) 375-5203,,,,"5400 N GRAND BLVD SUITE 450 OKLAHOMA CITY, OK 73112",PHILLIP PENROD,11,,,16,Not a,Not 100% compliant
769511,A & M INC,ACTIVE,,Carrier,Intrastate Non-Hazmat,Private Passengers (Business),,,,05/17/2019,"65,215 (2018)","617 S EXETER AVE EXETER, NE 68351",(402) 266-3651,,bartudl@windstream.net,,"P O BOX 74 EXETER, NE 68351",DEAN F. BARTU LEESA K. BARTU,11,,,15,Not a,Not 100% compliant
770493,R & J PAVING LLC,ACTIVE,,Carrier,Intrastate Non-Hazmat,Private Property,,,,06/15/2019,"68,200 (2018)","225 OAKWOOD DR GLASTONBURY, CT 06033",(860) 633-4933,(860) 633-8323,randjpaving@yahoo.com,,"225 OAKWOOD DR GLASTONBURY, CT 06033",BILL JEFFERSON MARK RONCAIOLI,11,,,8,Not a,Not 100% compliant
770834,WAYNE STONE TRUCKING LLC,AUTHORIZED FOR PROPERTY,,Carrier,Interstate,Authorized For Hire,MC638630,,,09/25/2019,"493,773 (2018)","39120 SE HUDSON RD SANDY, OR 97055",(503) 663-7841,(503) 663-7541,debbiewaynestone@yahoo.com,,"39120 SE HUDSON RD SANDY, OR 97055",WAYNE STONE DEBBIE STONE,11,,,10,Not a,Not 100% compliant
771151,OLYNICK TRANSIT INC,ACTIVE,,Carrier,Interstate,Authorized For Hire Private Property,,,,12/11/2018,"203,286 (2017)","13874 STATE HWY 27 CADOTT, WI 54727",(715) 289-4470,(715) 289-4681,aolynick@yahoo.com,,"13874 STATE HIGHWAY 27 CADOTT, WI 54727",ALLAN OLYNICK SUE OLYNICK,11,,,9,Not a,Not 100% compliant
771248,NATHAN FARROW,AUTHORIZED FOR PROPERTY,FARROW TRUCKING CO,Carrier,Interstate,Authorized For Hire Private Property,MC584171,,,07/16/2020,"857,082 (2019)","10503 HWY 323 WEST NEW LONDON, TX 75682",(903) 736-5293,(903) 895-4594,ftctx@aol.com,,"P O BOX 457 NEW LONDON, TX 75682",DIANE CRAIG,11,,,12,Not a,Not 100% compliant
771791,BIDDLE FARM INC,ACTIVE,,Carrier,Interstate,Private Property,,,,08/09/2019,"232,770 (2018)","1216 STATE HWY 17 JOY, IL 61260",(309) 584-4539,(309) 282-8627,biddler@frontier.com,,"1216 STATE HWY 17 JOY, IL 61260",DAVIS BIDDLE DENNIS BIDDLE,11,,,11,Not a,Not 100% compliant
771844,YESKE CONST CO INC,ACTIVE,,Carrier,Intrastate Non-Hazmat,Private Property,,,,03/07/2006,,"420 HGIH ST EDGERTON, WI 53534-0071",(608) 884-4328,(608) 884-4789,,,"P O BOX 71 EDGERTON, WI 53534-0071",MATTHEW A YESKA,11,,,5,Not a,Not 100% compliant
771920,BSB CONSTRUCTION INC,ACTIVE,,Carrier,Interstate,Private Property,,1265413,,01/08/2020,"30,000 (2017)","209 E 2ND ST CURTIS, NE 69025",(308) 367-4336,(308) 367-4575,bsb@curtis-ne.com,,"209 E 2ND ST CURTIS, NE 69025",NORMA LASHLEY,11,,,10,Not a,Not 100% compliant
772262,ECS REFINING INC,ACTIVE,,Carrier Shipper,Intrastate Hazmat,Private Property,,780578014,,02/12/2018,"530,010 (2017)","2222 S SINCLAIR AVE STOCKTON, CA 95215",(209) 774-5000,(408) 988-5154,ktaggart@ecsrefining.com,,"2222 S SINCLAIR AVE STOCKTON, CA 95215",KEN TAGGGART JAMES TAGGART,11,,,9,Not a,Not 100% compliant
772278,DS JR TRUCKING INC,ACTIVE,,Carrier,Interstate,Exempt For Hire Private Property,,146243006,,09/17/2019,"400,000 (2019)","189 HOWIE ROAD BIG TIMBER, MT 59011",(406) 240-7053,,sheetstrucking@hotmail.com,,"PO BOX 1494 BIG TIMBER, MT 59011",DAVID SHEETS JANICE E GROSFIELD,11,,,10,Not a,Not 100% compliant
772382,BLASTING SERVICES INC,ACTIVE,,Carrier,Interstate,Private Property,,182754390,,03/12/2020,"16,200 (2019)","2379 LANIER ROAD ROCKVILLE, VA 23146",(804) 749-4923,(804) 749-4729,drill262@aol.com,,"2379 LANIER ROAD ROCKVILLE, VA 23146",DARYL M REILLEY BOBBIE REILLEY,11,,,7,Not a,Not 100% compliant
772612,TRANSPORT MEI INC,AUTHORIZED FOR PROPERTY,,Carrier,Interstate,Authorized For Hire,MC346998,,,02/21/2020,"999,522 (2019)","8562 PIE IX BLVD SUITE 210 MONTREAL, PQ H1Z 4G2",(514) 366-0922,(514) 366-7041,,,"8562 PIE IX BLVD SUITE 210 MONTREAL, PQ H1Z 4G2",MICHAEL NAPOLETANO,11,,,11,Not a,Not 100% compliant
772993,SKEEN CONSTRUCTION INC,ACTIVE,,Carrier,Intrastate Non-Hazmat,Private Property,,,,03/20/2001,,"2220 AVENUE O KEARNEY, NE 68847",(308) 234-1006,(308) 237-0116,,,"PO BOX 2409 KEARNEY, NE 68848",,11,,,6,Not a,Not 100% compliant
773045,DARBY NEAGLE ENTERPRISES,ACTIVE,,Carrier Shipper,Intrastate Hazmat,Private Property,,,,05/29/2002,0 (),"3625 W TECO ROAD LAS VEGAS, NV 89139",(702) 914-2100,(702) 914-2122,,,"3625 W TECO ROAD LAS VEGAS, NV 89139",,11,,,11,Not a,Not 100% compliant
773118,ROGENES & RYE FARMS,ACTIVE,,Carrier,Interstate,Exempt For Hire Private Property,,,,06/14/2019,"60,000 (2018)","16869 14TH ST NE BUXTON, ND 58218-9242",(218) 791-8218,,davidrye@rrv.net,,"16869 14TH ST NE BUXTON, ND 58218-9242",DAVID RYE AARON ROGENES,11,,,5,Not a,Not 100% compliant
773165,NOAH WATKINS TRUCKING COMPANY LLC,AUTHORIZED FOR PROPERTY,,Carrier,Interstate,Authorized For Hire,MC798344,,,11/26/2019,"498,656 (2018)","54 HOLINESS CHURCH RD TOCCOA, GA 30577",(706) 886-1594,(706) 898-5064,nwtctrucking@gmail.com,,"54 HOLINESS CHURCH RD TOCCOA, GA 30577",NOAH WATKINS,11,,,10,Not a,Not 100% compliant
773721,DENNIS AND JOSEPH DOWSON,AUTHORIZED FOR PROPERTY,JDJ FARMS,Carrier,Interstate,Authorized For Hire Exempt For Hire,MC346218,,,02/14/2020,"1,033,337 (2019)","13438 DOWSON RD AUBURN, IL 62615",(217) 652-6060,(217) 438-4521,jdjfarms@yahoo.com,,"13438 DOWSON RD AUBURN, IL 62615",DENNIS L DOWSON JOSEPH K DOWSON,11,,,14,Not a,Not 100% compliant
773819,FIREPLACE DIST OF NV INC,ACTIVE,D & D OVERHEAD DOOR,Carrier,Interstate,Private Property,,,,07/09/2019,"20,000 (2019)","8521 WHITE FIR ST SUITE C6 RENO, NV 89523",(775) 747-1346,(775) 747-1387,apeavey@fireplacenv.com,,"8521 WHITE FIR ST SUITE C6 RENO, NV 89523",DOUGLAS B HOUSTON SANDRA L HOUSTON,11,,,10,Not a,Not 100% compliant
774250,OASIS TRUCK TIRE LLC,ACTIVE,,Carrier,Intrastate Non-Hazmat,Private Property,,,,10/12/2019,"320,000 (2013)","231 LEDYARD STREET HARTFORD, CT 06114",(860) 296-8749,(860) 296-8062,,,"231 LEDYARD ST HARTFORD, CT 06114",DAVID PETROS,11,,,12,Not a,Not 100% compliant
774424,MCM GENERAL CONTRACTORS INC,ACTIVE,,Carrier,Interstate,Private Property,,849356324,,03/30/2020,"10,685 (2017)","3106 HACKATHORN LANE GILLETTE, WY 82716",(307) 682-4781,(307) 686-7485,mikem@mcmgen.com,mcmgen.com,"PO BOX 3563 GILLETTE, WY 82717-3563",MIKE MARTINSON JAMES MARTINSON,11,,,12,Not a,Not 100% compliant
774764,SLAB CITY CONCRETE INC,ACTIVE,,Carrier,Intrastate Non-Hazmat,Private Property,,,,,"40,000 (1997)","N3601 HWY 47 SOUTH BONDUEL, WI 54107",(715) 758-2363,,,,"P O BOX 97 BONDUEL, WI 54107",,11,,,6,Not a,Not 100% compliant
774963,BIANCELLA ENTERPRISES INC,"AUTHORIZED FOR PROPERTY, HHG",BOB PLAZA MOVERS,Carrier,Interstate,Authorized For Hire,MC431356,,,01/30/2020,"50,000 (2019)","77 BROWER DR BRICK, NJ 08723",(732) 920-1919,(732) 920-1919,biancella@yahoo.com,,"77 BROWER DR BRICK, NJ 08723",MICHAEL T BIANCELLA JR MICHAEL BIANCELLA III,11,,,7,Not a,Not 100% compliant
775172,RICH SAFFO CONCRETE FORM CO INC,ACTIVE,,Carrier,Interstate,Private Property,,,,12/27/2019,1 (2018),"436 BENTON ROAD NO HAVERHILL, NH 03774",(603) 787-6747,(603) 787-6560,richsaffo@charterinternet.com,,"11 HOWE HILL RD BENTON, NH 03785",RICHARD SAFFO SR,11,,,7,Not a,Not 100% compliant
775218,EASY RIDE INC,ACTIVE,,Carrier,Intrastate Non-Hazmat,Private Property,,,,,,"1401 LAKESHORE DRIVE YUKON, OK 73099",(405) 350-0426,,,,"P O BOX 851050 YUKON, OK 73085",,11,,,6,Not a,Not 100% compliant
775486,S J STANLEY TRUCKING INC,ACTIVE,,Carrier,Intrastate Non-Hazmat,Authorized For Hire,,,,01/05/2004,"50,000 (1997)","N68W256658 HIGHWAY V V SUSSEX, WI 53089",(262) 246-4560,(262) 246-9721,sjstrking@wi.rr.com,,"N68W256658 HIGHWAY V V SUSSEX, WI 53089",SANDY STANLEY,11,,,10,Not a,Not 100% compliant
776361,J I L ASPHALT PAVING CO,ACTIVE,,Carrier,Intrastate Non-Hazmat,Authorized For Hire,,,,02/05/2020,"112,000 (2019)","3921 WEST SCHIMMER DRIVE GRAND ISLAND, NE 68803",(308) 384-9313,(308) 384-2256,jilasphalt@gmail.com,,"PO BOX 2135 GRAND ISLAND, NE 68802",RONALD BALDWIN,11,,,2,Not a,Not 100% compliant
777066,GREG LINTON LOGGING,ACTIVE,,Carrier,Interstate,Exempt For Hire,,,,06/18/2020,"144,538 (2019)","3336 HIGHWAY 57 PRIEST RIVER, ID 83856",(208) 448-2273,(208) 448-1594,,,"PO BOX 2377 PRIEST RIVER, ID 83856",GREG LINTON,11,,,4,Not a,Not 100% compliant
777569,HARPER CATTLE LLC,ACTIVE,HARPER CATTLE COMPANY,Carrier,Interstate,Private Property,,,,09/17/2018,"47,099 (2017)","5001 HIGHWAY 287 SUITE 100 ARLINGTON, TX 76017",(817) 476-6221,(817) 476-6218,jjackson@lmsg.com,,"5001 HIGHWAY 287 SUITE 100 ARLINGTON, TX 76017",STANLEY K HARPER,11,,,2,Not a,Not 100% compliant
